"","importance","feature","iter","feat_group","cancer_type","agg_level","win_len","is_upper","raw_feature","upper"
"7796",0.116202318700269,"upper_FOXA1",4,"tf","breast","99.",100000,1,"FOXA1","Distant"
"7797",0.417788807018728,"upper_FOXA2",4,"tf","breast","99.",100000,1,"FOXA2","Distant"
"7798",2.88022561066546,"upper_GABPA",4,"tf","breast","99.",100000,1,"GABPA","Distant"
"7799",1.50693118712318,"upper_HNF4A",4,"tf","breast","99.",100000,1,"HNF4A","Distant"
"7800",0.341342040319149,"upper_HNF4G",4,"tf","breast","99.",100000,1,"HNF4G","Distant"
"7801",1.27876241162715,"upper_JUND",4,"tf","breast","99.",100000,1,"JUND","Distant"
"7802",3.93514032018804,"upper_MAX",4,"tf","breast","99.",100000,1,"MAX","Distant"
"7803",4.12323738845657,"upper_NR2F2",4,"tf","breast","99.",100000,1,"NR2F2","Distant"
"7804",1.83832371811199,"upper_REST",4,"tf","breast","99.",100000,1,"REST","Distant"
"7805",2.84553421997262,"upper_RXRA",4,"tf","breast","99.",100000,1,"RXRA","Distant"
"7806",3.46556588233097,"upper_SP1",4,"tf","breast","99.",100000,1,"SP1","Distant"
"7807",1.0931846959746,"upper_YY1",4,"tf","breast","99.",100000,1,"YY1","Distant"
"7808",0.101565948467721,"upper_ZBTB33",4,"tf","breast","99.",100000,1,"ZBTB33","Distant"
"7809",0.00264993922566669,"ATF3",5,"tf","breast","99.",100000,0,"ATF3","Current"
"7810",0.517537168574449,"CTCF",5,"tf","breast","99.",100000,0,"CTCF","Current"
"7811",0.0355794575757686,"EGR1",5,"tf","breast","99.",100000,0,"EGR1","Current"
"7812",0,"FOXA1",5,"tf","breast","99.",100000,0,"FOXA1","Current"
"7813",0.0113285555460816,"FOXA2",5,"tf","breast","99.",100000,0,"FOXA2","Current"
"7814",0.057822112742437,"GABPA",5,"tf","breast","99.",100000,0,"GABPA","Current"
"7815",0.323032976553135,"HNF4A",5,"tf","breast","99.",100000,0,"HNF4A","Current"
"7816",0.158316976794661,"HNF4G",5,"tf","breast","99.",100000,0,"HNF4G","Current"
"7817",0.00816545890385032,"JUND",5,"tf","breast","99.",100000,0,"JUND","Current"
"7818",0.183564703152811,"MAX",5,"tf","breast","99.",100000,0,"MAX","Current"
"7819",0.406746386479198,"NR2F2",5,"tf","breast","99.",100000,0,"NR2F2","Current"
"7820",0.0220156817590907,"REST",5,"tf","breast","99.",100000,0,"REST","Current"
"7821",0.187356152040571,"RXRA",5,"tf","breast","99.",100000,0,"RXRA","Current"
"7822",0.163270658366526,"SP1",5,"tf","breast","99.",100000,0,"SP1","Current"
"7823",0.0367143278881626,"YY1",5,"tf","breast","99.",100000,0,"YY1","Current"
"7824",0.00792906458189464,"ZBTB33",5,"tf","breast","99.",100000,0,"ZBTB33","Current"
"7825",0.400442960464024,"upper_ATF3",5,"tf","breast","99.",100000,1,"ATF3","Distant"
"7826",0.937672563312064,"upper_CTCF",5,"tf","breast","99.",100000,1,"CTCF","Distant"
"7827",2.18671488097058,"upper_EGR1",5,"tf","breast","99.",100000,1,"EGR1","Distant"
"7828",0.138220436756595,"upper_FOXA1",5,"tf","breast","99.",100000,1,"FOXA1","Distant"
"7829",0.603526125289101,"upper_FOXA2",5,"tf","breast","99.",100000,1,"FOXA2","Distant"
